cik,ticker,fiscal_year,prev_fiscal_year,report_date,filing_date,prev_filing_date,accession,prev_accession,cos_full,jac_full,len_full,cos_1a,jac_1a,len_1a,cos_7,jac_7,len_7
0000858877,CSCO,2021,2020,2021-07-31,2021-09-09,2020-09-03,0000858877-21-000013,0000858877-20-000010,0.996480,0.839939,411681,0.997356,0.919012,82540,0.994480,0.882274,71777
0000858877,CSCO,2022,2021,2022-07-30,2022-09-08,2021-09-09,0000858877-22-000013,0000858877-21-000013,0.998107,0.906146,414689,0.997261,0.914760,88332,0.988237,0.825274,77463
0000858877,CSCO,2023,2022,2023-07-29,2023-09-07,2022-09-08,0000858877-23-000023,0000858877-22-000013,0.998589,0.911504,393441,0.997329,0.946286,83566,0.994951,0.893981,71549
0000858877,CSCO,2024,2023,2024-07-27,2024-09-05,2023-09-07,0000858877-24-000017,0000858877-23-000023,0.990240,0.867741,413800,0.996097,0.923034,88783,0.962526,0.835513,74168
0000858877,CSCO,2025,2024,2025-07-26,2025-09-03,2024-09-05,0000858877-25-000111,0000858877-24-000017,0.996833,0.892979,399329,0.998784,0.957246,89730,0.987022,0.895084,71053
0000064803,CVS,2008,2007,2008-12-31,2009-02-27,2008-02-27,0001193125-09-041089,0001193125-08-040019,0.994545,0.856589,164803,0.985745,0.901099,19403,,,0
0000064803,CVS,2009,2008,2009-12-31,2010-02-26,2009-02-27,0001193125-10-043086,0001193125-09-041089,0.995112,0.849220,175734,0.980128,0.801258,20039,,,0
0000064803,CVS,2010,2009,2010-12-31,2011-02-18,2010-02-26,0001193125-11-040351,0001193125-10-043086,0.992732,0.880189,188695,0.974566,0.787286,19960,,,0
0000064803,CVS,2011,2010,2011-12-31,2012-02-17,2011-02-18,0001104659-12-010850,0001193125-11-040351,0.997754,0.884311,195163,0.980151,0.767361,21073,,,0
0000064803,CVS,2012,2011,2012-12-31,2013-02-15,2012-02-17,0001104659-13-011354,0001104659-12-010850,0.994770,0.897765,195980,0.984007,0.886967,22342,,,0
0000064803,CVS,2013,2012,2013-12-31,2014-02-11,2013-02-15,0000064803-14-000008,0001104659-13-011354,0.993155,0.822053,160709,0.989962,0.871711,23860,,,0
0000064803,CVS,2014,2013,2014-12-31,2015-02-10,2014-02-11,0000064803-15-000008,0000064803-14-000008,0.979877,0.779207,143732,0.985575,0.803571,30729,,,0
0000064803,CVS,2015,2014,2015-12-31,2016-02-09,2015-02-10,0000064803-16-000074,0000064803-15-000008,0.990732,0.910442,164081,0.969973,0.831837,38713,,,0
0000064803,CVS,2016,2015,2016-12-31,2017-02-09,2016-02-09,0000064803-17-000006,0000064803-16-000074,0.998320,0.917672,175323,0.993500,0.860176,47526,,,0
0000064803,CVS,2017,2016,2017-12-31,2018-02-14,2017-02-09,0001558370-18-000707,0000064803-17-000006,0.981289,0.855818,216901,0.903277,0.708779,87260,,,0
0000064803,CVS,2018,2017,2018-12-31,2019-02-28,2018-02-14,0000064803-19-000013,0001558370-18-000707,0.960002,0.652611,377968,0.922726,0.590335,176311,,,0
0000064803,CVS,2019,2018,2019-12-31,2020-02-18,2019-02-28,0000064803-20-000007,0000064803-19-000013,0.956247,0.755747,744034,0.987117,0.820777,127494,,,121785
0000064803,CVS,2020,2019,2020-12-31,2021-02-16,2020-02-18,0000064803-21-000011,0000064803-20-000007,0.994429,0.886181,786188,0.993203,0.889076,155589,0.977642,0.820825,131357
0000064803,CVS,2021,2020,2021-12-31,2022-02-09,2021-02-16,0000064803-22-000008,0000064803-21-000011,0.998364,0.909996,781483,0.998405,0.921907,155037,0.993342,0.884657,126467
0000064803,CVS,2022,2021,2022-12-31,2023-02-08,2022-02-09,0000064803-23-000009,0000064803-22-000008,0.998977,0.940081,812237,0.997898,0.931837,156082,0.995657,0.906417,132928
0000064803,CVS,2023,2022,2023-12-31,2024-02-07,2023-02-08,0000064803-24-000007,0000064803-23-000009,0.995613,0.890670,862909,0.995461,0.903498,157230,0.981643,0.771487,116669
0000064803,CVS,2024,2023,2024-12-31,2025-02-12,2024-02-07,0000064803-25-000007,0000064803-24-000007,0.999125,0.919109,830087,0.997844,0.936495,153553,0.994629,0.868957,109003
0000064803,CVS,2025,2024,2025-12-31,2026-02-10,2025-02-12,0000064803-26-000010,0000064803-25-000007,0.998867,0.912018,759269,0.997460,0.903091,134699,0.994202,0.885036,99165
0000093410,CVX,2008,2007,2008-12-31,2009-02-26,2008-02-28,0000891618-09-000054,0000950134-08-003672,0.997193,0.844444,458190,0.947637,0.655106,7102,,,0
0000093410,CVX,2009,2008,2009-12-31,2010-02-25,2009-02-26,0000950123-10-016846,0000891618-09-000054,0.997309,0.840691,471929,0.949561,0.661157,10558,,,0
0000093410,CVX,2010,2009,2010-12-31,2011-02-24,2010-02-25,0000950123-11-017688,0000950123-10-016846,0.997053,0.840844,518977,0.967892,0.791541,12279,,,0
0000093410,CVX,2011,2010,2011-12-31,2012-02-23,2011-02-24,0000950123-12-002976,0000950123-11-017688,0.997139,0.839387,460724,0.972615,0.799697,11378,,,0
0000093410,CVX,2012,2011,2012-12-31,2013-02-22,2012-02-23,0000093410-13-000003,0000950123-12-002976,0.998115,0.886020,451385,0.998438,0.979381,11571,,,0
0000093410,CVX,2013,2012,2013-12-31,2014-02-21,2013-02-22,0000093410-14-000011,0000093410-13-000003,0.998849,0.880232,437828,0.999825,0.996552,11564,,,0
0000093410,CVX,2014,2013,2014-12-31,2015-02-20,2014-02-21,0000093410-15-000010,0000093410-14-000011,0.998438,0.874754,416841,0.989893,0.907618,12089,,,0
0000093410,CVX,2015,2014,2015-12-31,2016-02-25,2015-02-20,0000093410-16-000049,0000093410-15-000010,0.998769,0.894951,409563,0.968476,0.836765,14485,,,0
0000093410,CVX,2016,2015,2016-12-31,2017-02-23,2016-02-25,0000093410-17-000013,0000093410-16-000049,0.999094,0.902781,423371,0.986302,0.816456,18515,,,0
0000093410,CVX,2017,2016,2017-12-31,2018-02-22,2017-02-23,0000093410-18-000010,0000093410-17-000013,0.981844,0.912388,419151,0.993806,0.907655,18950,,,0
0000093410,CVX,2018,2017,2018-12-31,2019-02-22,2018-02-22,0000093410-19-000008,0000093410-18-000010,0.998920,0.888181,418102,0.999159,0.987406,19172,,,0
0000093410,CVX,2019,2018,2019-12-31,2020-02-21,2019-02-22,0000093410-20-000010,0000093410-19-000008,0.997883,0.869621,413769,0.993927,0.940405,20971,,,0
0000093410,CVX,2020,2019,2020-12-31,2021-02-25,2020-02-21,0000093410-21-000009,0000093410-20-000010,0.992872,0.825090,440573,0.961670,0.771536,30013,,,0
0000093410,CVX,2021,2020,2021-12-31,2022-02-24,2021-02-25,0000093410-22-000019,0000093410-21-000009,0.996807,0.832327,431188,0.966567,0.743719,29589,,,0
0000093410,CVX,2022,2021,2022-12-31,2023-02-23,2022-02-24,0000093410-23-000009,0000093410-22-000019,0.997585,0.867792,444939,0.994114,0.902504,32877,,,0
0000093410,CVX,2023,2022,2023-12-31,2024-02-26,2023-02-23,0000093410-24-000013,0000093410-23-000009,0.991491,0.845580,470608,0.976968,0.838840,35233,,,0
0000093410,CVX,2024,2023,2024-12-31,2025-02-21,2024-02-26,0000093410-25-000009,0000093410-24-000013,0.998612,0.880523,477968,0.990793,0.889764,37972,,,0
0000093410,CVX,2025,2024,2025-12-31,2026-02-24,2025-02-21,0000093410-26-000078,0000093410-25-000009,0.997131,0.868445,487521,0.984419,0.852228,34822,,,0
0000315189,DE,2008,2007,2008-10-31,2008-12-18,2007-12-20,0001104659-08-077324,0001104659-07-090067,0.996399,0.868124,271095,0.885541,0.462738,13011,,,0
0000315189,DE,2009,2008,2009-10-31,2009-12-17,2008-12-18,0001104659-09-070344,0001104659-08-077324,0.988547,0.855249,290859,0.974776,0.819536,12206,,,0
0000315189,DE,2010,2009,2010-10-31,2010-12-17,2009-12-17,0001104659-10-063219,0001104659-09-070344,0.989698,0.884286,303612,0.538352,0.636119,18984,,,0
0000315189,DE,2011,2010,2011-10-31,2011-12-19,2010-12-17,0001104659-11-070023,0001104659-10-063219,0.998290,0.887086,323334,0.977598,0.659000,29430,,,0
0000315189,DE,2012,2011,2012-10-31,2012-12-17,2011-12-19,0001104659-12-084558,0001104659-11-070023,0.997580,0.938533,323997,0.987065,0.885047,33359,,,0
0000315189,DE,2013,2012,2013-10-31,2013-12-16,2012-12-17,0001104659-13-090354,0001104659-12-084558,0.999443,0.952050,327568,0.998688,0.947418,33630,,,0
0000315189,DE,2014,2013,2014-10-31,2014-12-19,2013-12-16,0001104659-14-087794,0001104659-13-090354,0.999256,0.949558,334618,0.999735,0.982726,33417,,,0
0000315189,DE,2015,2014,2015-10-31,2015-12-18,2014-12-19,0001047469-15-009300,0001104659-14-087794,0.998943,0.944408,335233,0.999687,0.973154,33255,,,0
0000315189,DE,2016,2015,2016-10-31,2016-12-19,2015-12-18,0001047469-16-017244,0001047469-15-009300,0.998958,0.935256,350847,0.998588,0.911269,38362,,,86509
0000315189,DE,2017,2016,2017-10-29,2017-12-18,2016-12-19,0001047469-17-007719,0001047469-16-017244,0.997750,0.924772,358686,0.999086,0.894215,39898,0.998364,0.898472,89272
0000315189,DE,2018,2017,2018-10-28,2018-12-17,2017-12-18,0001047469-18-007694,0001047469-17-007719,0.998215,0.910202,376473,0.999858,0.973019,39949,0.998917,0.906444,90617
0000315189,DE,2019,2018,2019-11-03,2019-12-19,2018-12-17,0001558370-19-011614,0001047469-18-007694,0.996824,0.912849,382221,0.997924,0.913078,42761,0.998730,0.921661,92474
0000315189,DE,2020,2019,2020-11-01,2020-12-17,2019-12-19,0001558370-20-014436,0001558370-19-011614,0.997218,0.902411,417026,0.993859,0.871480,52918,0.996469,0.889238,104753
0000315189,DE,2021,2020,2021-10-31,2021-12-16,2020-12-17,0001558370-21-016864,0001558370-20-014436,0.994092,0.853646,439759,0.990490,0.815116,61829,0.992273,0.803937,125003
0000315189,DE,2022,2021,2022-10-30,2022-12-15,2021-12-16,0001558370-22-018703,0001558370-21-016864,0.997041,0.822779,413350,0.997104,0.739810,62248,0.997438,0.773992,129708
0000315189,DE,2023,2022,2023-10-29,2023-12-15,2022-12-15,0001558370-23-019812,0001558370-22-018703,0.937563,0.808983,356554,0.446650,0.774102,58716,0.650552,0.769361,122083
0000315189,DE,2024,2023,2024-10-27,2024-12-12,2023-12-15,0001558370-24-016169,0001558370-23-019812,0.998069,0.860185,367181,0.988636,0.750139,58944,0.992211,0.798960,118788
0000315189,DE,2025,2024,2025-11-02,2025-12-18,2024-12-12,0001104659-25-122321,0001558370-24-016169,0.995770,0.845050,373979,0.986294,0.722222,60561,0.988627,0.784314,126513
0000313616,DHR,2008,2007,2008-12-31,2009-02-25,2008-02-21,0001193125-09-037468,0001193125-08-034637,0.997522,0.871043,390563,0.986948,0.737805,37560,0.995128,0.795918,139590
0000313616,DHR,2009,2008,2009-12-31,2010-02-24,2009-02-25,0001193125-10-038977,0001193125-09-037468,0.997171,0.852587,387969,0.993191,0.815235,39951,0.993558,0.745540,130094
0000313616,DHR,2010,2009,2010-12-31,2011-02-24,2010-02-24,0001193125-11-044412,0001193125-10-038977,0.994993,0.881384,407386,0.994074,0.857028,43258,0.991684,0.783972,128937
0000313616,DHR,2011,2010,2011-12-31,2012-02-24,2011-02-24,0001193125-12-076756,0001193125-11-044412,0.993031,0.844135,454833,0.975792,0.708642,67132,0.989267,0.817773,138434
0000313616,DHR,2012,2011,2012-12-31,2013-02-22,2012-02-24,0000313616-13-000026,0001193125-12-076756,0.999174,0.918432,455631,0.982210,0.759563,52322,0.997012,0.882085,142134
0000313616,DHR,2013,2012,2013-12-31,2014-02-21,2013-02-22,0000313616-14-000023,0000313616-13-000026,0.997714,0.940470,433716,0.996575,0.926301,55420,0.993011,0.818406,128533
0000313616,DHR,2014,2013,2014-12-31,2015-02-25,2014-02-21,0000313616-15-000038,0000313616-14-000023,0.993863,0.928052,452002,0.995220,0.918381,59429,0.989695,0.846851,132289
0000313616,DHR,2015,2014,2015-12-31,2016-02-24,2015-02-25,0000313616-16-000145,0000313616-15-000038,0.990028,0.909182,474179,0.995834,0.950617,58301,0.987868,0.783505,128837
0000313616,DHR,2016,2015,2016-12-31,2017-02-22,2016-02-24,0000313616-17-000066,0000313616-16-000145,0.991479,0.884130,465106,0.993830,0.866246,69143,0.991277,0.808108,112331
0000313616,DHR,2017,2016,2017-12-31,2018-02-21,2017-02-22,0000313616-18-000038,0000313616-17-000066,0.996292,0.936661,486938,0.996222,0.902410,74559,0.989319,0.860950,120907
0000313616,DHR,2018,2017,2018-12-31,2019-02-21,2018-02-21,0000313616-19-000035,0000313616-18-000038,0.997563,0.926835,509208,0.993264,0.905464,83901,0.994427,0.857851,123807
0000313616,DHR,2019,2018,2019-12-31,2020-02-21,2019-02-21,0000313616-20-000041,0000313616-19-000035,0.980138,0.879077,548993,0.983446,0.858859,96887,0.979543,0.840872,112806
0000313616,DHR,2020,2019,2020-12-31,2021-02-25,2020-02-21,0000313616-21-000045,0000313616-20-000041,0.989320,0.892304,543202,0.987673,0.882638,99785,0.961798,0.746723,104429
0000313616,DHR,2021,2020,2021-12-31,2022-02-23,2021-02-25,0000313616-22-000061,0000313616-21-000045,0.996351,0.925079,521092,0.997840,0.917387,102200,0.988814,0.786849,94363
0000313616,DHR,2022,2021,2022-12-31,2023-02-22,2022-02-23,0000313616-23-000087,0000313616-22-000061,0.997142,0.935740,520722,0.996526,0.886076,100308,0.994439,0.871962,101586
0000313616,DHR,2023,2022,2023-12-31,2024-02-21,2023-02-22,0000313616-24-000052,0000313616-23-000087,0.993272,0.917846,503718,0.996021,0.919903,97297,0.981386,0.819219,89791
0000313616,DHR,2024,2023,2024-12-31,2025-02-20,2024-02-21,0000313616-25-000043,0000313616-24-000052,0.998975,0.937247,473205,0.998962,0.960282,98783,0.995376,0.895958,77869
0000313616,DHR,2025,2024,2025-12-31,2026-02-24,2025-02-20,0000313616-26-000062,0000313616-25-000043,0.999147,0.939933,486130,0.998825,0.939439,101366,0.995909,0.870513,85134
0001744489,DIS,2008,2007,2008-09-27,2008-11-20,2007-11-21,0001193125-08-240242,0001193125-07-252227,0.997158,0.875711,350626,0.981795,0.833918,20830,0.990691,0.838645,83294
0001744489,DIS,2009,2008,2009-10-03,2009-12-02,2008-11-20,0001193125-09-245848,0001193125-08-240242,0.995507,0.874708,366728,0.984538,0.863318,23690,0.986172,0.788723,84879
0001744489,DIS,2010,2009,2010-10-02,2010-11-24,2009-12-02,0001193125-10-268910,0001193125-09-245848,0.992383,0.872445,371170,0.996656,0.929966,24730,0.975626,0.840803,89312
0001744489,DIS,2011,2010,2011-10-01,2011-11-23,2010-11-24,0001193125-11-321340,0001193125-10-268910,0.994667,0.884818,372154,0.988375,0.827021,27415,0.990124,0.847099,89706
0001744489,DIS,2012,2011,2012-09-29,2012-11-21,2011-11-23,0001193125-12-479027,0001193125-11-321340,0.996103,0.877368,373348,0.993483,0.919797,28335,0.992677,0.853399,87886
0001744489,DIS,2013,2012,2013-09-28,2013-11-20,2012-11-21,0001001039-13-000164,0001193125-12-479027,0.996718,0.891762,363304,0.997411,0.939940,29561,0.990308,0.847810,90284
0001744489,DIS,2014,2013,2014-09-27,2014-11-19,2013-11-20,0001001039-14-000228,0001001039-13-000164,0.998146,0.904877,378016,0.991962,0.848546,25958,0.991867,0.881974,98220
0001744489,DIS,2015,2014,2015-10-03,2015-11-25,2014-11-19,0001001039-15-000255,0001001039-14-000228,0.997537,0.905229,368551,0.998263,0.982798,25972,0.989477,0.842547,97547
0001744489,DIS,2016,2015,2016-10-01,2016-11-23,2015-11-25,0001001039-16-000516,0001001039-15-000255,0.995916,0.901786,362712,0.999550,0.988545,26509,0.980891,0.833333,92788
0001744489,DIS,2017,2016,2017-09-30,2017-11-22,2016-11-23,0001001039-17-000198,0001001039-16-000516,0.996239,0.921098,364990,0.999209,0.984145,27371,0.990740,0.878254,87561
0001744489,DIS,2018,2017,2018-09-29,2018-11-21,2017-11-22,0001001039-18-000187,0001001039-17-000198,0.996604,0.884205,399713,0.950691,0.709677,42215,0.988185,0.859492,94014
0001744489,DIS,2019,2018,2019-09-28,2019-11-20,2018-11-21,0001744489-19-000225,0001001039-18-000187,0.948918,0.856769,468497,0.916871,0.754601,37859,0.933620,0.810924,104591
0001744489,DIS,2020,2019,2020-10-03,2020-11-25,2019-11-20,0001744489-20-000197,0001744489-19-000225,0.988053,0.837999,497664,0.940035,0.711853,54248,0.953783,0.632000,100688
0001744489,DIS,2021,2020,2021-10-02,2021-11-24,2020-11-25,0001744489-21-000220,0001744489-20-000197,0.987880,0.877023,442760,0.989145,0.847742,55650,0.964571,0.795038,88566
0001744489,DIS,2022,2021,2022-10-01,2022-11-29,2021-11-24,0001744489-22-000213,0001744489-21-000220,0.995936,0.858769,418385,0.988219,0.780779,56004,0.979672,0.751816,80992
0001744489,DIS,2023,2022,2023-09-30,2023-11-21,2022-11-29,0001744489-23-000216,0001744489-22-000213,0.989644,0.883884,459545,0.988116,0.831143,58006,0.970253,0.795189,121582
0001744489,DIS,2024,2023,2024-09-28,2024-11-14,2023-11-21,0001744489-24-000276,0001744489-23-000216,0.995767,0.862716,447447,0.994923,0.865271,60553,0.980753,0.793618,83054
0001744489,DIS,2025,2024,2025-09-27,2025-11-13,2024-11-14,0001744489-25-000155,0001744489-24-000276,0.997133,0.906650,441906,0.991192,0.857326,62923,0.988507,0.840611,78857
0001326160,DUK,2008,2007,2008-12-31,2009-02-27,2008-02-29,0001193125-09-041096,0001193125-08-043884,0.991296,0.791300,1078335,0.999614,0.943590,33699,0.990121,0.727804,210307
0001326160,DUK,2009,2008,2009-12-31,2010-02-26,2009-02-27,0001193125-10-043083,0001193125-09-041096,0.993298,0.798675,829123,0.999135,0.914830,32782,0.994073,0.743376,201545
0001326160,DUK,2010,2009,2010-12-31,2011-02-25,2010-02-26,0001193125-11-047229,0001193125-10-043083,0.980377,0.846472,1159426,0.901842,0.847948,43691,0.991010,0.761099,240550
0001326160,DUK,2011,2010,2011-12-31,2012-02-28,2011-02-25,0001193125-12-085533,0001193125-11-047229,0.998533,0.868214,1115733,0.996127,0.797716,50083,0.993949,0.766867,223525
0001326160,DUK,2012,2011,2012-12-31,2013-03-01,2012-02-28,0001326160-13-000009,0001193125-12-085533,0.976202,0.784340,1306281,0.982924,0.777948,45053,0.985705,0.761049,226280
0001326160,DUK,2013,2012,2013-12-31,2014-02-28,2013-03-01,0001326160-14-000003,0001326160-13-000009,0.979091,0.794118,940441,0.992381,0.785657,37367,0.986271,0.705743,163572
0001326160,DUK,2014,2013,2014-12-31,2015-03-02,2014-02-28,0001326160-15-000008,0001326160-14-000003,0.998559,0.854363,1001431,0.997365,0.921671,38445,0.987675,0.746232,197958
0001326160,DUK,2015,2014,2015-12-31,2016-02-25,2015-03-02,0001326160-16-000221,0001326160-15-000008,0.998317,0.864854,1008801,0.994471,0.887550,44532,0.988485,0.788507,211520
0001326160,DUK,2016,2015,2016-12-31,2017-02-24,2016-02-25,0001326160-17-000016,0001326160-16-000221,0.998114,0.837696,1025422,0.992718,0.850746,46477,0.988004,0.734234,198259
0001326160,DUK,2017,2016,2017-12-31,2018-02-21,2017-02-24,0001326160-18-000034,0001326160-17-000016,0.995386,0.879895,1103734,0.998828,0.926292,48810,0.990528,0.804549,208550
0001326160,DUK,2018,2017,2018-12-31,2019-02-28,2018-02-21,0001326160-19-000057,0001326160-18-000034,0.992000,0.856917,1060416,0.997983,0.868272,53937,0.990852,0.735294,195565
0001326160,DUK,2019,2018,2019-12-31,2020-02-20,2019-02-28,0001326160-20-000034,0001326160-19-000057,0.998648,0.866319,995609,0.998943,0.954545,54288,0.985108,0.811948,157864
0001326160,DUK,2020,2019,2020-12-31,2021-02-25,2020-02-20,0001326160-21-000063,0001326160-20-000034,0.997872,0.844790,1027420,0.998850,0.934183,54568,0.991595,0.791268,148397
0001326160,DUK,2021,2020,2021-12-31,2022-02-24,2021-02-25,0001326160-22-000072,0001326160-21-000063,0.999059,0.871871,993354,0.998094,0.906523,60032,0.992549,0.761272,143813
0001326160,DUK,2022,2021,2022-12-31,2023-02-27,2022-02-24,0001326160-23-000073,0001326160-22-000072,0.998539,0.872336,967483,0.999727,0.973136,61919,0.994986,0.773085,136726
0001326160,DUK,2023,2022,2023-12-31,2024-02-23,2023-02-27,0001326160-24-000037,0001326160-23-000073,0.999505,0.908741,1008423,0.999687,0.984032,63540,0.996091,0.835052,145409
0001326160,DUK,2024,2023,2024-12-31,2025-02-27,2024-02-23,0001326160-25-000072,0001326160-24-000037,0.999281,0.894779,1033290,0.998153,0.924396,67245,0.994338,0.782231,141017
0001326160,DUK,2025,2024,2025-12-31,2026-02-26,2025-02-27,0001326160-26-000014,0001326160-25-000072,0.998855,0.903367,1033598,0.997727,0.899325,70703,0.995089,0.811321,150519
0000032604,EMR,2008,2007,2008-09-30,2008-11-25,2007-11-19,0001144204-08-066523,0001144204-07-063041,0.998177,0.956545,71023,0.999624,0.997494,7512,0.982713,0.852941,5247
0000032604,EMR,2009,2008,2009-09-30,2009-11-23,2008-11-25,0001144204-09-061535,0001144204-08-066523,0.996491,0.924449,72679,0.982458,0.897959,8642,0.987617,0.891304,5211
0000032604,EMR,2010,2009,2010-09-30,2010-11-23,2009-11-23,0001144204-10-063258,0001144204-09-061535,0.997871,0.941487,72235,0.997256,0.966887,8855,0.965114,0.845324,4875
0000032604,EMR,2011,2010,2011-09-30,2011-11-22,2010-11-23,0001144204-11-066373,0001144204-10-063258,0.995804,0.941238,74667,0.996070,0.951271,9321,0.974828,0.783505,5180
0000032604,EMR,2012,2011,2012-09-30,2012-11-20,2011-11-22,0000032604-12-000012,0001144204-11-066373,0.997831,0.938240,78076,0.994167,0.932406,10091,0.911440,0.603306,5910
0000032604,EMR,2013,2012,2013-09-30,2013-11-19,2012-11-20,0000032604-13-000044,0000032604-12-000012,0.998778,0.944217,79724,0.999957,1.000000,10077,0.953676,0.694595,6011
